57 313 
1 6 659.282457
1 10 231.308325
1 14 1368.791971
1 15 702.106643
1 19 311.003576
1 21 1298.358091
1 32 420.539330
1 38 463.723613
1 42 100.335641
1 47 2580.071029
2 6 1092.457385
2 31 403.633893
2 32 839.042838
2 33 1118.260862
2 34 264.343068
2 35 501.470974
2 37 1002.659327
2 43 2695.256251
2 55 793.356377
3 11 364.938017
3 18 546.324464
3 24 832.874983
3 36 191.107301
3 42 249.091797
3 53 470.680512
3 54 1172.455657
3 55 1226.980276
3 56 39.247602
4 6 1223.233342
4 10 511.628574
4 12 602.052256
4 17 371.891520
4 39 904.191323
4 50 563.185715
5 15 644.312261
5 17 1127.624939
5 25 899.268474
5 27 1029.148063
5 41 210.650914
5 44 1685.928663
5 48 1291.831477
5 49 990.270486
5 51 970.430227
5 54 767.573718
5 56 1553.535287
6 18 872.591504
6 33 1335.257533
6 35 1589.740455
6 37 1494.137295
6 41 1735.361773
6 49 2742.399457
6 50 1138.227400
6 51 1418.704906
6 52 1364.991276
6 56 448.261991
7 16 261.150919
7 18 421.709402
7 32 562.562272
7 37 1021.710063
7 41 1264.388236
8 12 1283.411488
8 13 899.019121
8 14 141.729066
8 16 1263.103039
8 18 1150.243037
8 22 1114.422441
8 31 1085.209653
8 38 908.234186
8 40 901.690814
8 49 979.134340
8 56 1687.990639
8 57 566.460688
9 13 918.246712
9 23 807.331043
9 32 120.419714
9 38 127.358956
9 39 778.545674
9 47 2218.082562
9 53 243.053175
9 54 518.708827
9 55 665.018060
9 57 665.827710
10 12 106.585987
10 16 267.649089
10 21 1067.072280
10 23 692.658606
10 29 2228.539787
10 38 316.484961
10 41 1056.155187
11 12 150.638536
11 18 219.074608
11 22 315.273532
11 33 734.988435
11 37 844.513722
11 47 2576.613566
11 48 2465.169569
11 50 487.466701
11 56 369.164951
11 57 1001.529358
12 16 183.855223
12 17 329.434512
12 20 1811.948686
12 21 1173.537960
12 25 554.525044
12 31 604.741264
12 32 387.677746
12 34 404.589153
12 46 1754.058476
12 48 2437.401415
12 52 1016.349007
13 29 1461.041243
13 33 1023.539197
13 37 712.797439
13 38 793.544833
13 40 1031.442851
13 54 520.995187
13 55 280.474630
13 56 1370.319423
14 26 615.587561
14 38 909.250700
14 43 1288.753537
14 57 491.690564
15 20 1214.476432
15 22 465.791433
15 40 1387.755868
15 41 499.972405
15 48 1830.466028
15 54 246.316431
15 56 1032.579428
16 19 416.419727
16 36 595.659947
16 40 1983.094242
16 42 219.124861
16 55 924.918194
16 56 471.323008
16 57 942.845873
17 19 701.868524
17 21 846.972826
17 24 738.035502
17 26 452.022019
17 30 119.118142
17 37 603.143157
17 40 1646.853854
17 42 516.574980
17 43 2321.907913
17 44 639.127474
17 48 2309.756320
18 21 1134.617234
18 22 117.676815
18 24 922.185263
18 27 149.428966
18 28 692.225895
18 33 584.791513
18 36 707.553804
18 39 623.405822
18 45 343.470761
18 47 2369.788239
18 48 2299.058474
18 53 111.793239
18 54 645.834726
19 33 1051.665302
19 35 1225.187851
19 44 420.868606
19 49 2482.892422
19 56 119.824743
19 57 1286.961867
20 23 1910.690423
20 27 1681.146727
20 38 1465.093075
20 41 720.642028
20 49 331.284956
20 50 1508.389329
20 55 1403.659335
21 22 1018.595286
21 27 1281.504824
21 28 442.453749
21 33 1260.397467
21 34 792.101229
21 35 406.586103
21 40 1141.346527
