57 837 
1 2 681.000000
1 3 335.000000
1 9 372.000000
1 10 227.000000
1 11 33.000000
1 13 1175.000000
1 14 1371.000000
1 17 462.000000
1 19 305.000000
1 20 1846.000000
1 21 1319.000000
1 22 294.000000
1 23 923.000000
1 24 929.000000
1 26 789.000000
1 27 237.000000
1 28 878.000000
1 30 338.000000
1 31 739.000000
1 33 784.000000
1 34 520.000000
1 36 491.000000
1 37 832.000000
1 39 410.000000
1 40 2024.000000
1 42 105.000000
1 43 2532.000000
1 45 532.000000
1 46 1783.000000
1 47 2545.000000
1 48 2456.000000
1 49 2168.000000
1 51 753.000000
1 55 934.000000
2 3 675.000000
2 6 1080.000000
2 7 886.000000
2 13 810.000000
2 16 709.000000
2 19 755.000000
2 21 828.000000
2 23 399.000000
2 24 316.000000
2 25 685.000000
2 26 834.000000
2 29 2229.000000
2 30 396.000000
2 32 785.000000
2 34 257.000000
2 35 506.000000
2 36 864.000000
2 38 702.000000
2 39 772.000000
2 40 1839.000000
2 41 1384.000000
2 42 714.000000
2 43 2701.000000
2 45 557.000000
2 48 2709.000000
2 49 2421.000000
2 50 629.000000
2 53 652.000000
2 57 938.000000
3 4 827.000000
3 7 364.000000
3 9 704.000000
3 11 355.000000
3 17 753.000000
3 20 2178.000000
3 21 1503.000000
3 22 585.000000
3 23 1074.000000
3 24 793.000000
3 25 951.000000
3 27 569.000000
3 33 1116.000000
3 36 189.000000
3 37 1167.000000
3 38 779.000000
3 39 97.000000
3 41 1509.000000
3 43 2864.000000
3 51 1044.000000
3 52 993.000000
3 53 465.000000
3 55 1225.000000
3 56 38.000000
4 7 930.000000
4 8 1373.000000
4 10 498.000000
4 11 744.000000
4 12 604.000000
4 13 658.000000
4 14 1294.000000
4 16 753.000000
4 18 605.000000
4 21 676.000000
4 22 501.000000
4 23 247.000000
4 24 430.000000
4 25 604.000000
4 26 713.000000
4 29 2077.000000
4 32 748.000000
4 33 1039.000000
4 35 354.000000
4 36 1016.000000
4 37 917.000000
4 39 924.000000
4 40 1687.000000
4 41 1307.000000
4 43 2580.000000
4 44 554.000000
4 45 490.000000
4 46 1801.000000
4 47 2421.000000
4 48 2599.000000
4 49 2311.000000
4 51 538.000000
4 52 547.000000
4 53 696.000000
4 54 776.000000
5 6 1825.000000
5 8 580.000000
5 9 843.000000
5 10 1136.000000
5 14 681.000000
5 18 1018.000000
5 19 1517.000000
5 20 631.000000
5 21 1414.000000
5 23 1452.000000
5 26 788.000000
5 27 1082.000000
5 28 1192.000000
5 29 1684.000000
5 31 1247.000000
5 32 761.000000
5 34 1280.000000
5 36 1703.000000
5 37 584.000000
5 38 854.000000
5 41 207.000000
5 42 1317.000000
5 43 1317.000000
5 46 953.000000
5 49 953.000000
5 51 963.000000
5 53 1082.000000
5 54 751.000000
5 55 972.000000
6 7 447.000000
6 12 773.000000
6 14 1995.000000
6 15 1321.000000
6 16 699.000000
6 19 402.000000
6 20 2456.000000
6 21 1908.000000
6 22 946.000000
6 23 1479.000000
6 25 1312.000000
6 26 1440.000000
6 28 1494.000000
6 29 3065.000000
6 32 1073.000000
6 33 1394.000000
6 35 1586.000000
6 38 1095.000000
6 39 308.000000
6 42 602.000000
6 43 3142.000000
6 45 1184.000000
6 47 3169.000000
6 48 3066.000000
6 50 1129.000000
6 51 1405.000000
6 53 743.000000
6 55 1586.000000
7 8 1502.000000
7 9 535.000000
7 11 186.000000
7 13 1380.000000
7 14 1548.000000
7 15 874.000000
7 16 252.000000
7 20 2009.000000
7 22 499.000000
7 23 1128.000000
7 24 1113.000000
7 27 336.000000
7 28 1083.000000
7 29 2618.000000
7 30 543.000000
7 31 944.000000
7 33 947.000000
7 34 725.000000
7 35 1284.000000
7 37 1009.000000
7 38 648.000000
7 41 1340.000000
7 42 216.000000
7 43 2695.000000
7 44 624.000000
7 46 1960.000000
7 48 2619.000000
7 49 2331.000000
7 51 958.000000
7 52 1313.000000
7 54 1056.000000
7 57 1195.000000
8 9 967.000000
8 13 885.000000
8 14 101.000000
8 17 1107.000000
8 18 1123.000000
8 22 1095.000000
8 24 1803.000000
8 26 660.000000
8 31 1119.000000
8 32 984.000000
8 33 800.000000
8 37 493.000000
8 38 881.000000
8 40 920.000000
8 43 1207.000000
8 47 1220.000000
8 49 1034.000000
8 51 835.000000
8 52 1920.000000
8 56 1660.000000
8 57 609.000000
9 11 349.000000
9 17 292.000000
9 18 175.000000
9 21 1094.000000
9 22 184.000000
9 23 751.000000
9 28 653.000000
9 31 538.000000
9 32 91.000000
9 34 452.000000
9 35 938.000000
9 36 860.000000
9 38 155.000000
9 39 779.000000
9 43 2160.000000
9 44 814.000000
9 46 1425.000000
9 48 2084.000000
9 49 1796.000000
9 52 1161.000000
9 54 567.000000
9 55 696.000000
9 56 704.000000
10 11 246.000000
10 12 106.000000
10 14 1213.000000
10 15 576.000000
10 17 236.000000
10 18 151.000000
10 19 488.000000
10 20 1767.000000
10 22 109.000000
10 24 770.000000
10 28 652.000000
10 29 2225.000000
10 31 513.000000
10 32 384.000000
10 33 705.000000
10 36 674.000000
10 39 593.000000
10 41 1068.000000
10 43 2411.000000
10 44 521.000000
10 46 1662.000000
10 52 921.000000
10 53 198.000000
10 54 675.000000
10 55 742.000000
10 56 501.000000
10 57 809.000000
11 13 1194.000000
11 14 1362.000000
11 15 688.000000
11 21 1338.000000
11 24 962.000000
11 25 679.000000
11 26 807.000000
11 29 2432.000000
11 33 761.000000
11 36 511.000000
11 39 430.000000
11 40 2042.000000
11 43 2509.000000
11 46 1774.000000
11 48 2433.000000
11 49 2145.000000
11 50 496.000000
11 51 772.000000
11 52 1162.000000
11 53 110.000000
11 56 355.000000
12 13 1054.000000
12 14 1277.000000
12 15 640.000000
12 17 341.000000
12 19 382.000000
12 20 1803.000000
12 23 802.000000
12 25 539.000000
12 27 232.000000
12 28 757.000000
12 31 618.000000
12 32 420.000000
12 34 399.000000
12 38 387.000000
12 41 1132.000000
12 42 182.000000
12 44 493.000000
12 47 2488.000000
12 48 2413.000000
12 50 365.000000
12 51 632.000000
12 53 128.000000
12 54 739.000000
12 55 813.000000
12 56 395.000000
12 57 878.000000
13 14 784.000000
13 15 731.000000
13 16 1164.000000
13 17 749.000000
13 20 1597.000000
13 21 242.000000
13 24 1007.000000
13 25 562.000000
13 26 525.000000
13 27 1127.000000
13 29 1419.000000
13 30 874.000000
13 31 472.000000
13 32 1028.000000
13 33 984.000000
13 34 694.000000
13 37 663.000000
13 39 1519.000000
13 41 965.000000
13 43 2060.000000
13 46 1253.000000
13 47 1763.000000
13 49 1885.000000
13 52 1090.000000
13 53 1107.000000
13 55 268.000000
14 18 1169.000000
14 20 813.000000
14 21 1026.000000
14 22 1104.000000
14 23 1195.000000
14 27 1252.000000
14 28 981.000000
14 32 1030.000000
14 35 1287.000000
14 39 1764.000000
14 41 522.000000
14 43 1308.000000
14 44 1710.000000
14 45 878.000000
14 47 1269.000000
14 48 1380.000000
14 49 1101.000000
14 53 1252.000000
14 54 538.000000
14 55 691.000000
