57 161 
1 4 725.000000
1 7 210.000000
1 16 190.000000
1 28 878.000000
1 29 2414.000000
1 32 463.000000
1 40 2024.000000
1 52 1129.000000
1 57 991.000000
2 11 700.000000
2 45 557.000000
2 53 652.000000
3 7 364.000000
3 13 1422.000000
3 14 1689.000000
3 15 1032.000000
3 26 1088.000000
3 35 1181.000000
3 37 1167.000000
3 42 230.000000
3 43 2864.000000
4 5 1470.000000
4 6 1232.000000
4 18 605.000000
4 23 247.000000
4 31 254.000000
4 36 1016.000000
4 56 789.000000
5 7 1378.000000
5 24 1853.000000
5 34 1280.000000
5 38 854.000000
6 32 1073.000000
6 34 1133.000000
7 22 499.000000
7 31 944.000000
7 36 445.000000
8 9 967.000000
8 12 1268.000000
8 26 660.000000
8 31 1119.000000
8 40 920.000000
8 46 458.000000
9 11 349.000000
9 12 329.000000
9 13 937.000000
9 16 293.000000
9 27 239.000000
9 31 538.000000
9 33 412.000000
10 18 151.000000
10 21 1093.000000
10 30 111.000000
10 43 2411.000000
10 55 742.000000
11 22 313.000000
11 23 942.000000
11 24 962.000000
11 35 1098.000000
11 42 125.000000
11 57 1009.000000
12 15 640.000000
12 21 1198.000000
12 50 365.000000
12 54 739.000000
13 43 2060.000000
13 48 2132.000000
13 55 268.000000
14 22 1104.000000
14 34 1178.000000
14 42 1459.000000
14 55 691.000000
15 50 293.000000
16 21 1308.000000
16 23 941.000000
16 26 754.000000
16 47 2480.000000
17 52 884.000000
18 30 218.000000
19 33 1086.000000
19 35 1261.000000
19 40 2288.000000
19 42 200.000000
19 52 1073.000000
20 30 1772.000000
20 35 2100.000000
20 37 1072.000000
21 22 1025.000000
21 24 923.000000
21 33 1226.000000
21 40 1156.000000
21 44 1230.000000
21 46 1495.000000
21 56 1465.000000
21 57 625.000000
22 38 214.000000
22 44 630.000000
23 29 1830.000000
23 31 213.000000
23 37 868.000000
23 41 1258.000000
23 48 2543.000000
23 53 884.000000
23 55 550.000000
24 25 1001.000000
24 30 712.000000
24 43 3010.000000
24 51 968.000000
25 28 369.000000
25 54 212.000000
26 29 1625.000000
26 43 1867.000000
26 46 1108.000000
26 48 1886.000000
27 32 330.000000
27 37 713.000000
28 29 1726.000000
28 37 608.000000
28 41 998.000000
29 31 1865.000000
29 52 2509.000000
30 41 1064.000000
30 52 863.000000
31 55 429.000000
32 40 1797.000000
32 45 385.000000
34 40 1697.000000
34 44 559.000000
35 43 2563.000000
35 46 1756.000000
35 50 790.000000
35 55 689.000000
36 44 490.000000
36 45 979.000000
36 46 2274.000000
36 48 2944.000000
36 57 1446.000000
37 40 1313.000000
38 41 745.000000
38 51 383.000000
38 52 1169.000000
38 53 352.000000
38 55 564.000000
40 49 1368.000000
40 57 1033.000000
41 45 827.000000
41 48 1349.000000
41 49 1061.000000
41 51 769.000000
43 57 1816.000000
44 56 263.000000
45 55 402.000000
45 57 469.000000
46 55 1198.000000
46 57 1015.000000
47 50 2141.000000
47 55 1776.000000
50 54 374.000000
50 55 503.000000
51 56 1027.000000
52 54 1323.000000
