57 485 
1 4 716.738775
1 10 231.308325
1 13 1168.582061
1 18 213.803665
1 22 300.339036
1 23 917.205597
1 27 176.215448
1 28 861.246530
1 29 2411.328681
1 31 729.569068
1 33 751.613232
1 34 526.255631
1 39 416.849911
1 41 1139.449818
1 45 542.626294
1 49 2183.355632
1 50 479.303169
2 3 683.151776
2 11 688.269526
2 17 419.163847
2 26 820.648701
2 29 2293.192074
2 31 403.633893
2 32 839.042838
2 35 501.470974
2 36 863.297952
2 50 622.682204
2 51 667.609738
2 55 793.356377
2 56 645.890766
3 5 1549.847711
3 6 413.130242
3 9 704.865913
3 16 466.106505
3 17 693.555591
3 21 1477.929991
3 23 1053.525091
3 30 575.504719
3 33 1099.659233
3 39 95.839820
3 42 249.091797
3 47 2912.901729
4 5 1464.848136
4 8 1340.599248
4 9 696.176204
4 10 511.628574
4 14 1278.630807
4 15 820.813271
4 17 371.891520
4 18 633.882378
4 19 855.323255
4 20 1990.019948
4 21 689.840756
4 22 527.937381
4 30 411.793326
4 31 257.611844
4 32 815.324716
4 35 370.512067
4 38 639.022696
4 41 1305.857007
4 45 482.514001
4 49 2308.692171
4 51 539.662217
4 55 644.962048
4 57 787.404825
5 12 1177.528511
5 13 1249.880681
5 14 655.682473
5 20 666.033646
5 21 1506.120809
5 26 792.894199
5 28 1219.981590
5 32 790.517544
5 33 456.554247
5 36 1667.167712
5 37 580.939600
5 38 865.230334
5 40 1421.411818
5 42 1301.678328
5 46 841.523647
5 48 1291.831477
5 52 2017.216608
5 57 851.327808
6 7 475.173602
6 10 864.715915
6 14 2016.835998
6 17 1081.046187
6 19 381.081398
6 23 1466.372597
6 25 1319.835501
6 40 2699.672556
6 43 3116.335455
6 48 3044.432361
6 51 1418.704906
6 53 769.901696
6 55 1606.326633
6 56 448.261991
6 57 1652.872987
7 10 458.515282
7 15 875.987940
7 16 261.150919
7 17 680.716041
7 19 237.005863
7 23 1138.999913
7 24 1069.191316
7 32 562.562272
7 34 748.066513
7 35 1293.855848
7 39 331.697465
7 40 2243.572022
7 43 2650.431626
7 48 2586.351072
7 50 689.936433
7 54 1059.480487
7 56 342.392264
7 57 1201.276193
8 13 899.019121
8 14 141.729066
8 15 655.682214
8 18 1150.243037
8 20 681.019689
8 22 1114.422441
8 24 1762.363325
8 26 649.328182
8 28 1001.467507
8 32 953.954677
8 37 512.599155
8 39 1772.224478
8 45 934.503022
8 46 470.813846
8 47 1232.174142
8 51 801.497140
8 52 1883.448083
9 11 358.737120
9 15 339.746697
9 16 282.321797
9 17 325.731759
9 18 161.489442
9 19 673.439250
9 21 1100.012444
9 24 1032.122295
9 26 457.170799
9 29 2059.745357
9 34 479.560908
9 37 485.870063
9 41 793.058002
9 43 2176.895288
9 44 800.670479
9 45 290.103800
9 48 2137.802039
9 52 1204.072567
9 53 243.053175
9 56 699.221251
9 57 665.827710
10 13 941.318634
10 14 1214.860714
10 17 223.199472
10 18 139.120586
10 19 490.009008
10 21 1067.072280
10 28 630.368588
10 34 305.354049
10 36 673.983858
10 37 710.343109
10 41 1056.155187
10 45 333.430436
10 47 2425.507197
10 50 298.080350
10 51 554.820056
10 55 741.835839
10 56 477.660545
11 15 698.272233
11 17 475.248165
11 20 1836.859910
11 22 315.273532
11 28 882.963858
11 37 844.513722
11 39 426.993932
11 42 116.900266
11 49 2167.088896
11 50 487.466701
11 51 780.363680
11 52 1131.541470
11 56 369.164951
12 17 329.434512
12 18 138.346256
12 20 1811.948686
12 25 554.525044
12 29 2313.895113
12 32 387.677746
12 33 720.983000
12 34 404.589153
12 45 428.507827
12 51 652.541519
12 53 124.928202
12 55 840.625697
12 56 404.618193
13 25 563.456747
13 34 712.209313
13 36 1588.342612
13 38 793.544833
13 39 1493.077921
13 48 2089.237527
14 27 1229.288729
14 29 1076.609241
14 33 756.317745
14 37 522.712090
14 38 909.250700
14 39 1780.805310
14 41 467.983708
14 45 907.424305
14 47 1212.377337
14 48 1317.280351
14 51 747.123071
15 20 1214.476432
15 35 1008.225587
15 37 146.330366
15 45 342.115438
15 47 1878.368262
15 52 1372.951127
15 55 473.537099
15 56 1032.579428
15 57 400.782401
16 21 1310.182745
16 23 955.766406
16 25 621.462336
16 29 2341.826332
16 32 312.452698
16 33 635.441190
16 36 595.659947
16 42 219.124861
16 44 658.529531
16 46 1731.746847
16 47 2492.559321
16 52 1198.295846
16 54 799.176016
16 55 924.918194
16 56 471.323008
16 57 942.845873
17 23 496.345320
17 24 738.035502
17 27 445.503524
17 34 159.847531
17 35 674.009991
17 37 603.143157
17 40 1646.853854
17 42 516.574980
17 47 2265.818507
17 53 396.845389
18 22 117.676815
18 30 222.093516
18 31 577.944762
18 32 254.017235
18 33 584.791513
18 35 965.373186
18 36 707.553804
18 39 623.405822
18 42 308.464492
18 46 1621.056872
18 48 2299.058474
18 49 2004.925809
18 51 565.681519
18 52 1100.229477
18 53 111.793239
18 57 782.454779
19 24 907.214540
19 28 1092.930479
19 29 2712.597487
19 31 947.315874
19 35 1225.187851
19 42 212.188789
19 46 2137.615272
19 51 1044.655273
20 23 1910.690423
20 29 1270.703790
20 36 2327.367414
20 37 1099.243631
20 38 1465.093075
20 39 2261.037209
20 41 720.642028
20 43 707.420452
20 46 520.039444
20 52 2541.752984
20 53 1731.887554
20 55 1403.659335
20 57 1240.703081
21 22 1018.595286
21 31 569.499952
21 37 959.766748
21 38 982.420124
21 39 1573.654655
21 40 1141.346527
21 42 1350.891419
21 50 912.158579
21 55 520.496434
21 57 655.275637
22 28 576.527306
22 36 771.861228
22 38 209.508982
22 40 1748.054507
22 52 1019.094900
22 53 222.988097
22 55 655.593318
23 25 565.727592
23 27 939.797699
23 28 238.994791
23 32 916.745257
23 36 1242.347019
23 37 870.587833
23 40 1494.055155
23 41 1269.764902
23 42 953.637298
23 43 2439.904272
23 44 839.690973
23 48 2470.312612
23 52 665.499777
23 53 885.145843
23 57 671.698072
24 31 678.468774
24 32 1151.416984
24 37 1314.456573
24 42 885.319052
24 43 2986.686502
24 46 2189.097288
24 54 1179.151281
24 56 793.714523
25 27 576.975878
25 29 1763.672624
25 39 1047.129998
25 45 136.990174
25 46 1260.713145
25 55 306.006297
25 56 941.559811
25 57 334.643070
26 30 550.093720
26 31 461.436011
26 35 829.727725
26 38 334.697465
26 43 1878.307802
26 46 1104.457147
26 50 316.281022
26 55 256.113306
26 57 209.163157
27 30 365.236754
27 33 579.206656
27 36 653.232983
27 37 706.696131
27 39 580.998080
27 41 971.826559
27 45 480.957165
27 48 2309.544452
27 49 2011.250863
27 50 393.451444
27 51 697.068058
27 52 1215.387587
27 53 75.728260
28 31 151.309253
28 39 1167.082457
28 40 1333.751367
28 41 1034.229541
28 43 2210.927157
28 45 373.639217
28 46 1407.262378
28 47 2038.545782
28 52 888.131741
28 53 799.439642
29 35 1968.897835
29 43 1110.012599
29 46 803.702381
29 47 468.609469
29 51 1689.689609
29 52 2567.248670
29 53 2299.262965
29 54 1553.015500
29 56 2705.102328
30 31 386.421964
30 38 304.700602
30 40 1762.495472
30 41 1048.658788
30 43 2402.330788
30 45 259.506123
30 47 2368.675860
30 50 259.068760
30 51 468.499788
30 52 895.544727
31 33 869.186090
31 35 416.912438
31 36 1114.145941
31 37 666.871092
31 38 483.984521
31 39 1018.784331
31 40 1478.825127
31 44 777.357785
31 45 302.625906
31 48 2322.115372
31 49 2056.942024
31 52 800.822177
31 54 508.466546
31 55 390.044612
32 34 599.329837
32 36 907.897806
32 37 465.392065
32 39 834.126140
32 44 900.276687
32 49 1763.709728
32 53 299.107430
32 55 723.247966
33 37 326.460314
33 38 428.291134
33 40 1534.380940
33 44 1230.239761
33 45 579.243100
33 52 1599.863154
33 53 631.752627
34 36 881.657218
34 37 740.746758
34 38 432.202689
34 39 786.339026
34 44 557.959010
34 45 298.718651
34 46 1666.163542
34 47 2353.867949
34 50 361.122659
34 56 660.950359
35 36 1361.749659
35 39 1270.449740
35 41 1435.531280
35 42 1104.335259
35 43 2556.681384
35 47 2309.101139
35 50 820.829031
35 54 857.837237
35 55 652.786877
35 57 815.981396
36 39 95.366438
36 41 1624.014254
36 43 3013.765580
36 44 479.961855
36 48 2955.862405
36 49 2655.786662
36 54 1346.627741
36 55 1412.621785
36 57 1472.580328
37 39 1262.346398
37 54 195.744421
37 56 1175.731554
38 41 745.749687
38 47 2121.626080
38 52 1172.297513
38 53 352.079342
38 54 398.786036
39 42 317.024602
