57 161 
1 4 716.738775
1 7 227.280282
1 16 127.611424
1 28 861.246530
1 29 2411.328681
1 32 420.539330
1 40 2040.560989
1 52 1096.298483
1 57 994.063332
2 11 688.269526
2 45 562.765401
2 53 675.350539
3 7 317.010081
3 13 1397.879593
3 14 1700.577342
3 15 1040.850641
3 26 1104.067788
3 35 1177.562190
3 37 1184.966066
3 42 249.091797
3 43 2877.489915
4 5 1464.848136
4 6 1223.233342
4 18 633.882378
4 23 252.483881
4 31 257.611844
4 36 996.840196
4 56 775.130327
5 7 1295.433455
5 24 1863.524094
5 34 1281.459850
5 38 865.230334
6 32 1037.620680
6 34 1097.730274
7 22 522.583453
7 31 956.327091
7 36 376.281943
8 9 993.747147
8 12 1283.411488
8 26 649.328182
8 31 1085.209653
8 40 901.690814
8 46 470.813846
9 11 358.737120
9 12 299.706315
9 13 918.246712
9 16 282.321797
9 27 229.627496
9 31 578.370305
9 33 430.476143
10 18 139.120586
10 21 1067.072280
10 30 112.682938
10 43 2428.633513
10 55 741.835839
11 22 315.273532
11 23 945.280061
11 24 948.375164
11 35 1107.096364
11 42 116.900266
11 57 1001.529358
12 15 628.192874
12 21 1173.537960
12 50 377.019856
12 54 761.154907
13 43 2036.060118
13 48 2089.237527
13 55 280.474630
14 22 1108.162763
14 34 1173.812617
14 42 1465.932928
14 55 645.081882
15 50 293.974656
16 21 1310.182745
16 23 955.766406
16 26 735.823959
16 47 2492.559321
17 52 899.918762
18 30 222.093516
19 33 1051.665302
19 35 1225.187851
19 40 2333.282818
19 42 212.188789
19 52 1082.873484
20 30 1766.149217
20 35 2055.592566
20 37 1099.243631
21 22 1018.595286
21 24 979.358376
21 33 1260.397467
21 40 1141.346527
21 44 1277.285896
21 46 1447.517236
21 56 1445.981624
21 57 655.275637
22 38 209.508982
22 44 632.563073
23 29 1924.073344
23 31 232.539171
23 37 870.587833
23 41 1269.764902
23 48 2470.312612
23 53 885.145843
23 55 510.814486
24 25 983.119955
24 30 722.852940
24 43 2986.686502
24 51 961.195711
25 28 358.644662
25 54 223.392679
26 29 1620.621194
26 43 1878.307802
26 46 1104.457147
26 48 1877.337985
27 32 254.780487
27 37 706.696131
28 29 1753.904494
28 37 639.366786
28 41 1034.229541
29 31 1895.313054
29 52 2567.248670
30 41 1048.658788
30 52 895.544727
31 55 390.044612
32 40 1710.556983
32 45 387.272616
34 40 1695.475423
34 44 557.959010
35 43 2556.681384
35 46 1747.468492
35 50 820.829031
35 55 652.786877
36 44 479.961855
36 45 1007.405606
36 46 2322.965240
36 48 2955.862405
36 57 1472.580328
37 40 1252.614881
38 41 745.749687
38 51 360.216021
38 52 1172.297513
38 53 352.079342
38 55 537.758638
40 49 1376.183353
40 57 1046.994861
41 45 838.189607
41 48 1344.754139
41 49 1051.726002
41 51 790.234842
43 57 1780.056936
44 56 302.097273
45 55 413.162079
45 57 467.432772
46 55 1130.141778
46 57 982.216638
47 50 2127.446061
47 55 1777.669122
50 54 384.210219
50 55 488.753805
51 56 1022.180738
52 54 1308.955640
