57 1000 
1 4 716.738775
1 5 1203.945035
1 8 1356.165311
1 9 362.561494
1 13 1168.582061
1 14 1368.791971
1 16 127.611424
1 17 453.502050
1 18 213.803665
1 22 300.339036
1 24 913.130943
1 25 662.299684
1 26 792.912226
1 28 861.246530
1 30 343.161149
1 31 729.569068
1 32 420.539330
1 33 751.613232
1 34 526.255631
1 35 1077.233958
1 37 847.964303
1 39 416.849911
1 40 2040.560989
1 43 2528.988669
1 45 542.626294
1 46 1826.612817
1 47 2580.071029
1 49 2183.355632
1 50 479.303169
1 51 767.306219
1 54 859.391978
1 55 955.785000
2 4 165.693267
2 5 1545.402913
2 6 1092.457385
2 7 845.172493
2 8 1466.628122
2 9 718.913506
2 10 485.522173
2 12 555.052371
2 13 848.265015
2 14 1414.244066
2 17 419.163847
2 23 413.101363
2 24 318.874999
2 25 673.411318
2 27 747.411019
2 29 2293.192074
2 30 411.066036
2 31 403.633893
2 32 839.042838
2 33 1118.260862
2 35 501.470974
2 38 689.978734
2 40 1871.587233
2 42 652.416756
2 43 2695.256251
2 46 1906.894125
2 47 2570.641801
2 48 2697.986669
2 50 622.682204
2 51 667.609738
2 52 485.303284
2 53 675.350539
2 54 879.282486
2 56 645.890766
2 57 926.689192
3 4 810.221215
3 5 1549.847711
3 6 413.130242
3 7 317.010081
3 8 1696.532843
3 9 704.865913
3 10 494.162511
3 11 364.938017
3 15 1040.850641
3 16 466.106505
3 18 546.324464
3 19 85.455141
3 20 2201.290762
3 21 1477.929991
3 24 832.874983
3 27 520.965162
3 29 2722.701892
3 33 1099.659233
3 36 191.107301
3 37 1184.966066
3 38 791.545761
3 41 1488.242288
3 42 249.091797
3 43 2877.489915
3 44 340.164121
3 45 826.136038
3 47 2912.901729
3 48 2829.404501
3 49 2531.717993
3 52 1006.194416
3 53 470.680512
3 54 1172.455657
3 55 1226.980276
3 56 39.247602
3 57 1293.155909
4 5 1464.848136
4 9 696.176204
4 12 602.052256
4 14 1278.630807
4 17 371.891520
4 18 633.882378
4 20 1990.019948
4 22 527.937381
4 24 421.782125
4 26 705.761204
4 27 775.056123
4 28 380.450832
4 29 2132.220586
4 30 411.793326
4 31 257.611844
4 32 815.324716
4 34 217.916031
4 37 901.795327
4 38 639.022696
4 41 1305.857007
4 44 587.586323
4 45 482.514001
4 47 2417.963515
4 48 2576.759698
4 49 2308.692171
4 51 539.662217
4 52 555.084378
4 53 709.992446
4 54 758.485946
4 55 644.962048
4 56 775.130327
4 57 787.404825
5 7 1295.433455
5 9 885.314973
5 10 1158.362469
5 11 1185.082629
5 12 1177.528511
5 13 1249.880681
5 14 655.682473
5 16 1083.775788
5 17 1127.624939
5 20 666.033646
5 21 1506.120809
5 23 1451.315718
5 26 792.894199
5 28 1219.981590
5 29 1622.732634
5 30 1169.065266
5 35 1622.387882
5 36 1667.167712
5 38 865.230334
5 39 1604.459001
5 42 1301.678328
5 44 1685.928663
5 45 985.796804
5 46 841.523647
5 47 1604.128635
5 48 1291.831477
5 49 990.270486
5 50 924.611808
5 52 2017.216608
5 53 1085.800752
5 54 767.573718
5 56 1553.535287
5 57 851.327808
6 8 1991.574460
6 10 864.715915
6 11 655.037592
6 12 766.637478
6 14 2016.835998
6 15 1347.957872
6 16 731.269846
6 20 2418.769584
