57 485 
1 4 725.000000
1 10 227.000000
1 13 1175.000000
1 18 202.000000
1 22 294.000000
1 23 923.000000
1 27 237.000000
1 28 878.000000
1 29 2414.000000
1 31 739.000000
1 33 784.000000
1 34 520.000000
1 39 410.000000
1 41 1177.000000
1 45 532.000000
1 49 2168.000000
1 50 478.000000
2 3 675.000000
2 11 700.000000
2 17 417.000000
2 26 834.000000
2 29 2229.000000
2 31 406.000000
2 32 785.000000
2 35 506.000000
2 36 864.000000
2 50 629.000000
2 51 690.000000
2 55 835.000000
2 56 637.000000
3 5 1547.000000
3 6 405.000000
3 9 704.000000
3 16 522.000000
3 17 753.000000
3 21 1503.000000
3 23 1074.000000
3 30 629.000000
3 33 1116.000000
3 39 97.000000
3 42 230.000000
3 47 2880.000000
4 5 1470.000000
4 8 1373.000000
4 9 657.000000
4 10 498.000000
4 14 1294.000000
4 15 825.000000
4 17 365.000000
4 18 605.000000
4 19 907.000000
4 20 1989.000000
4 21 676.000000
4 22 501.000000
4 30 387.000000
4 31 254.000000
4 32 748.000000
4 35 354.000000
4 38 650.000000
4 41 1307.000000
4 45 490.000000
4 49 2311.000000
4 51 538.000000
4 55 683.000000
4 57 786.000000
5 12 1172.000000
5 13 1172.000000
5 14 681.000000
5 20 631.000000
5 21 1414.000000
5 26 788.000000
5 28 1192.000000
5 32 761.000000
5 33 431.000000
5 36 1703.000000
5 37 584.000000
5 38 854.000000
5 40 1500.000000
5 42 1317.000000
5 46 953.000000
5 48 1241.000000
5 52 2004.000000
5 57 789.000000
6 7 447.000000
6 10 879.000000
6 14 1995.000000
6 17 1114.000000
6 19 402.000000
6 23 1479.000000
6 25 1312.000000
6 40 2675.000000
6 43 3142.000000
6 48 3066.000000
6 51 1405.000000
6 53 743.000000
6 55 1586.000000
6 56 443.000000
6 57 1642.000000
7 10 432.000000
7 15 874.000000
7 16 252.000000
7 17 667.000000
7 19 284.000000
7 23 1128.000000
7 24 1113.000000
7 32 626.000000
7 34 725.000000
7 35 1284.000000
7 39 366.000000
7 40 2228.000000
7 43 2695.000000
7 48 2619.000000
7 50 682.000000
7 54 1056.000000
7 56 361.000000
