57 1442 
1 2 654.037784
1 4 716.738775
1 5 1203.945035
1 6 659.282457
1 7 227.280282
1 8 1356.165311
1 9 362.561494
1 10 231.308325
1 11 35.244745
1 12 124.839520
1 13 1168.582061
1 14 1368.791971
1 15 702.106643
1 16 127.611424
1 17 453.502050
1 18 213.803665
1 19 311.003576
1 20 1852.753338
1 21 1298.358091
1 22 300.339036
1 24 913.130943
1 25 662.299684
1 26 792.912226
1 27 176.215448
1 28 861.246530
1 29 2411.328681
1 31 729.569068
1 32 420.539330
1 33 751.613232
1 34 526.255631
1 35 1077.233958
1 36 496.946515
1 38 463.723613
1 39 416.849911
1 40 2040.560989
1 41 1139.449818
1 42 100.335641
1 44 533.036416
1 45 542.626294
1 46 1826.612817
1 48 2480.718151
1 49 2183.355632
1 50 479.303169
1 51 767.306219
1 52 1096.298483
1 53 122.255068
1 54 859.391978
1 55 955.785000
1 56 349.762806
1 57 994.063332
2 3 683.151776
2 4 165.693267
2 5 1545.402913
2 6 1092.457385
2 7 845.172493
2 9 718.913506
2 10 485.522173
2 11 688.269526
2 12 555.052371
2 13 848.265015
2 14 1414.244066
2 15 904.134868
2 16 738.771634
2 17 419.163847
2 18 621.808438
2 19 738.314663
2 20 2100.518811
2 21 850.194556
2 22 534.763340
2 24 318.874999
2 26 820.648701
2 27 747.411019
2 28 539.322287
2 29 2293.192074
2 30 411.066036
2 32 839.042838
2 33 1118.260862
2 34 264.343068
2 35 501.470974
2 36 863.297952
2 37 1002.659327
2 38 689.978734
2 39 773.814863
2 40 1871.587233
2 41 1400.775171
2 42 652.416756
2 43 2695.256251
2 44 429.198778
2 45 562.765401
2 47 2570.641801
2 48 2697.986669
2 49 2423.701510
2 50 622.682204
2 51 667.609738
2 52 485.303284
2 53 675.350539
2 54 879.282486
2 55 793.356377
2 56 645.890766
2 57 926.689192
3 4 810.221215
3 6 413.130242
3 7 317.010081
3 8 1696.532843
3 9 704.865913
3 10 494.162511
3 11 364.938017
3 12 414.961573
3 13 1397.879593
3 15 1040.850641
3 16 466.106505
3 17 693.555591
3 18 546.324464
3 19 85.455141
3 20 2201.290762
3 21 1477.929991
3 22 596.467966
3 24 832.874983
3 25 959.112337
3 27 520.965162
3 28 1071.588068
3 29 2722.701892
3 30 575.504719
3 31 923.097708
3 32 769.404573
3 33 1099.659233
3 34 690.550514
3 35 1177.562190
3 36 191.107301
3 37 1184.966066
3 38 791.545761
3 39 95.839820
3 41 1488.242288
3 42 249.091797
3 43 2877.489915
3 45 826.136038
3 46 2167.342669
3 47 2912.901729
3 48 2829.404501
3 49 2531.717993
3 50 788.806062
3 51 1043.212516
3 52 1006.194416
3 53 470.680512
3 54 1172.455657
3 55 1226.980276
3 56 39.247602
3 57 1293.155909
4 5 1464.848136
4 6 1223.233342
4 7 927.783032
4 8 1340.599248
4 9 696.176204
4 10 511.628574
4 11 748.314576
4 12 602.052256
4 13 683.154628
4 14 1278.630807
4 15 820.813271
4 16 778.720160
4 17 371.891520
4 18 633.882378
4 20 1990.019948
4 21 689.840756
4 22 527.937381
4 23 252.483881
4 24 421.782125
4 26 705.761204
4 27 775.056123
4 28 380.450832
4 29 2132.220586
4 30 411.793326
4 31 257.611844
4 32 815.324716
4 33 1059.549563
4 34 217.916031
4 35 370.512067
4 37 901.795327
4 38 639.022696
4 39 904.191323
4 40 1708.758688
4 41 1305.857007
4 42 736.641928
4 43 2565.291755
4 45 482.514001
4 46 1769.583138
4 47 2417.963515
4 49 2308.692171
4 51 539.662217
4 52 555.084378
4 53 709.992446
4 54 758.485946
4 55 644.962048
4 56 775.130327
4 57 787.404825
5 6 1752.980566
5 7 1295.433455
5 8 525.102975
5 9 885.314973
5 11 1185.082629
5 12 1177.528511
5 13 1249.880681
5 14 655.682473
5 16 1083.775788
5 18 1041.233794
5 20 666.033646
5 21 1506.120809
5 22 1061.234817
5 23 1451.315718
5 24 1863.524094
5 25 899.268474
5 26 792.894199
5 27 1029.148063
5 28 1219.981590
5 29 1622.732634
5 30 1169.065266
5 31 1242.663177
5 32 790.517544
5 33 456.554247
5 34 1281.459850
5 35 1622.387882
5 36 1667.167712
5 37 580.939600
5 38 865.230334
5 39 1604.459001
5 40 1421.411818
5 41 210.650914
5 42 1301.678328
5 44 1685.928663
5 45 985.796804
5 47 1604.128635
5 48 1291.831477
5 49 990.270486
5 50 924.611808
5 51 970.430227
5 52 2017.216608
5 53 1085.800752
5 54 767.573718
5 55 999.335514
5 56 1553.535287
5 57 851.327808
6 7 475.173602
