57 1262 
1 2 654.037784
1 3 348.865297
1 4 716.738775
1 5 1203.945035
1 7 227.280282
1 8 1356.165311
1 9 362.561494
1 11 35.244745
1 12 124.839520
1 13 1168.582061
1 14 1368.791971
1 15 702.106643
1 16 127.611424
1 18 213.803665
1 19 311.003576
1 20 1852.753338
1 21 1298.358091
1 22 300.339036
1 23 917.205597
1 24 913.130943
1 26 792.912226
1 27 176.215448
1 28 861.246530
1 29 2411.328681
1 30 343.161149
1 31 729.569068
1 32 420.539330
1 33 751.613232
1 34 526.255631
1 35 1077.233958
1 36 496.946515
1 37 847.964303
1 38 463.723613
1 39 416.849911
1 40 2040.560989
1 41 1139.449818
1 43 2528.988669
1 46 1826.612817
1 48 2480.718151
1 49 2183.355632
1 50 479.303169
1 51 767.306219
1 52 1096.298483
1 53 122.255068
1 54 859.391978
1 55 955.785000
1 56 349.762806
2 5 1545.402913
2 7 845.172493
2 8 1466.628122
2 9 718.913506
2 10 485.522173
2 11 688.269526
2 12 555.052371
2 13 848.265015
2 14 1414.244066
2 16 738.771634
2 17 419.163847
2 18 621.808438
2 19 738.314663
2 20 2100.518811
2 22 534.763340
2 23 413.101363
2 24 318.874999
2 25 673.411318
2 26 820.648701
2 28 539.322287
2 29 2293.192074
2 30 411.066036
2 31 403.633893
2 33 1118.260862
2 35 501.470974
2 36 863.297952
2 38 689.978734
2 39 773.814863
2 40 1871.587233
2 41 1400.775171
2 43 2695.256251
2 45 562.765401
2 46 1906.894125
2 47 2570.641801
2 48 2697.986669
2 50 622.682204
2 52 485.303284
2 53 675.350539
2 54 879.282486
2 55 793.356377
2 56 645.890766
3 4 810.221215
3 6 413.130242
3 7 317.010081
3 8 1696.532843
3 9 704.865913
3 10 494.162511
3 11 364.938017
3 12 414.961573
3 14 1700.577342
3 15 1040.850641
3 16 466.106505
3 17 693.555591
3 18 546.324464
3 19 85.455141
3 21 1477.929991
3 22 596.467966
3 23 1053.525091
3 24 832.874983
3 25 959.112337
3 26 1104.067788
3 27 520.965162
3 28 1071.588068
3 29 2722.701892
3 30 575.504719
3 33 1099.659233
3 34 690.550514
