57 594 
1 6 657.000000
1 8 1325.000000
1 9 372.000000
1 10 227.000000
1 12 121.000000
1 14 1371.000000
1 16 190.000000
1 17 462.000000
1 23 923.000000
1 24 929.000000
1 27 237.000000
1 29 2414.000000
1 30 338.000000
1 32 463.000000
1 38 444.000000
1 40 2024.000000
1 43 2532.000000
1 45 532.000000
1 48 2456.000000
1 50 478.000000
1 52 1129.000000
1 54 852.000000
2 3 675.000000
2 4 152.000000
2 10 454.000000
2 12 560.000000
2 14 1435.000000
2 15 892.000000
2 18 605.000000
2 20 2099.000000
2 21 828.000000
2 29 2229.000000
2 31 406.000000
2 33 1106.000000
2 34 257.000000
2 36 864.000000
2 37 1027.000000
2 39 772.000000
2 40 1839.000000
2 41 1384.000000
2 43 2701.000000
2 44 402.000000
2 47 2573.000000
2 48 2709.000000
2 49 2421.000000
2 52 467.000000
2 53 652.000000
2 55 835.000000
2 56 637.000000
3 6 405.000000
3 7 364.000000
3 12 412.000000
3 13 1422.000000
3 17 753.000000
3 18 537.000000
3 20 2178.000000
3 25 951.000000
3 27 569.000000
3 28 1089.000000
3 35 1181.000000
3 36 189.000000
3 38 779.000000
3 44 301.000000
3 47 2880.000000
3 49 2500.000000
3 50 777.000000
3 51 1044.000000
3 52 993.000000
3 55 1225.000000
3 56 38.000000
3 57 1290.000000
4 12 604.000000
4 14 1294.000000
4 18 605.000000
4 22 501.000000
4 23 247.000000
4 24 430.000000
4 34 205.000000
4 36 1016.000000
4 42 786.000000
4 47 2421.000000
4 49 2311.000000
4 51 538.000000
4 54 776.000000
4 56 789.000000
5 6 1825.000000
5 8 580.000000
5 12 1172.000000
5 13 1172.000000
5 14 681.000000
5 16 1136.000000
5 18 1018.000000
5 19 1517.000000
5 20 631.000000
5 21 1414.000000
5 22 1027.000000
5 27 1082.000000
5 32 761.000000
5 39 1622.000000
5 40 1500.000000
5 42 1317.000000
5 43 1317.000000
5 45 980.000000
5 46 953.000000
5 49 953.000000
5 51 963.000000
5 52 2004.000000
5 53 1082.000000
5 56 1547.000000
5 57 789.000000
6 7 447.000000
6 11 633.000000
6 13 1827.000000
6 15 1321.000000
6 16 699.000000
6 18 853.000000
6 20 2456.000000
6 24 1198.000000
6 26 1440.000000
6 27 783.000000
6 30 990.000000
6 32 1073.000000
6 34 1133.000000
6 38 1095.000000
6 41 1787.000000
6 42 602.000000
6 44 706.000000
6 45 1184.000000
6 46 2407.000000
6 47 3169.000000
6 52 1398.000000
7 8 1502.000000
7 12 326.000000
7 13 1380.000000
7 14 1548.000000
7 20 2009.000000
7 30 543.000000
7 31 944.000000
7 34 725.000000
7 35 1284.000000
7 38 648.000000
7 39 366.000000
7 41 1340.000000
7 42 216.000000
7 44 624.000000
7 46 1960.000000
7 47 2722.000000
7 51 958.000000
8 10 1204.000000
8 12 1268.000000
8 18 1123.000000
8 19 1630.000000
8 20 712.000000
8 23 1296.000000
8 24 1803.000000
8 27 1206.000000
8 31 1119.000000
8 36 1816.000000
8 37 493.000000
8 40 920.000000
8 44 1725.000000
8 47 1220.000000
8 48 1279.000000
8 54 597.000000
8 55 792.000000
8 56 1660.000000
8 57 609.000000
9 14 1013.000000
9 16 293.000000
9 17 292.000000
9 19 674.000000
9 22 184.000000
9 25 393.000000
9 28 653.000000
9 34 452.000000
9 35 938.000000
9 41 805.000000
9 44 814.000000
9 45 294.000000
9 51 515.000000
9 53 239.000000
9 57 706.000000
10 11 246.000000
10 19 488.000000
10 20 1767.000000
10 22 109.000000
10 23 696.000000
10 26 612.000000
10 30 111.000000
10 31 513.000000
10 32 384.000000
10 34 293.000000
10 35 852.000000
10 36 674.000000
10 39 593.000000
10 44 521.000000
10 45 340.000000
10 46 1662.000000
10 53 198.000000
11 14 1362.000000
11 17 481.000000
11 20 1823.000000
11 22 313.000000
11 24 962.000000
11 26 807.000000
11 27 214.000000
11 28 897.000000
11 36 511.000000
11 48 2433.000000
11 49 2145.000000
11 50 496.000000
11 53 110.000000
11 55 953.000000
11 57 1009.000000
12 13 1054.000000
12 14 1277.000000
12 18 154.000000
12 19 382.000000
12 20 1803.000000
12 22 173.000000
12 27 232.000000
12 29 2296.000000
12 30 217.000000
12 31 618.000000
12 33 741.000000
12 35 958.000000
12 38 387.000000
12 39 487.000000
12 46 1726.000000
12 48 2413.000000
12 49 2125.000000
12 53 128.000000
12 54 739.000000
12 55 813.000000
13 15 731.000000
13 22 881.000000
13 25 562.000000
13 27 1127.000000
13 28 333.000000
13 30 874.000000
13 33 984.000000
13 37 663.000000
13 44 1212.000000
13 47 1763.000000
13 51 422.000000
13 52 1090.000000
13 53 1107.000000
13 54 496.000000
14 17 1048.000000
14 19 1659.000000
14 22 1104.000000
14 23 1195.000000
14 25 750.000000
14 26 601.000000
14 27 1252.000000
14 31 1040.000000
14 33 846.000000
14 37 539.000000
14 51 756.000000
14 54 538.000000
15 18 495.000000
15 20 1207.000000
15 22 467.000000
15 33 253.000000
15 34 635.000000
15 40 1441.000000
15 44 1097.000000
15 46 1086.000000
15 47 1848.000000
15 48 1817.000000
15 49 1529.000000
15 54 269.000000
15 57 408.000000
16 27 84.000000
16 29 2379.000000
16 30 366.000000
16 31 728.000000
16 32 384.000000
16 39 597.000000
16 42 292.000000
16 45 521.000000
16 46 1718.000000
16 47 2480.000000
16 48 2377.000000
16 49 2089.000000
16 51 742.000000
16 53 57.000000
16 57 956.000000
17 18 284.000000
17 21 857.000000
17 22 168.000000
17 24 733.000000
17 25 298.000000
17 26 447.000000
17 29 2055.000000
17 33 704.000000
17 40 1665.000000
17 41 997.000000
17 47 2317.000000
17 48 2322.000000
17 49 2034.000000
17 50 212.000000
17 57 639.000000
18 19 507.000000
18 22 116.000000
18 24 921.000000
18 27 130.000000
18 32 266.000000
18 33 587.000000
18 35 959.000000
18 38 242.000000
18 44 647.000000
18 45 354.000000
18 51 575.000000
18 55 756.000000
18 56 537.000000
19 21 1580.000000
19 23 1154.000000
19 26 1058.000000
19 29 2678.000000
19 32 765.000000
19 38 749.000000
19 42 200.000000
19 46 2088.000000
19 48 2758.000000
19 51 1014.000000
19 52 1073.000000
19 54 1121.000000
19 55 1195.000000
20 22 1658.000000
20 25 1425.000000
20 26 1276.000000
20 31 1735.000000
20 37 1072.000000
20 38 1460.000000
20 39 2253.000000
20 40 1183.000000
20 41 739.000000
20 42 1948.000000
20 45 1542.000000
20 49 322.000000
20 50 1500.000000
20 51 1451.000000
20 52 2536.000000
20 54 1239.000000
21 25 804.000000
21 26 767.000000
21 30 982.000000
21 31 580.000000
21 33 1226.000000
21 38 974.000000
21 42 1380.000000
21 45 800.000000
21 47 1951.000000
21 49 2127.000000
21 51 664.000000
21 53 1251.000000
21 55 510.000000
22 25 366.000000
22 30 114.000000
22 33 596.000000
22 44 630.000000
22 45 238.000000
22 46 1553.000000
22 47 2315.000000
22 49 1980.000000
22 51 459.000000
22 53 226.000000
22 54 566.000000
23 24 596.000000
23 27 904.000000
23 30 585.000000
23 32 842.000000
23 35 187.000000
23 41 1258.000000
23 42 984.000000
23 43 2471.000000
23 47 2174.000000
23 48 2543.000000
23 52 679.000000
23 57 733.000000
24 26 1143.000000
24 28 823.000000
24 30 712.000000
24 33 1422.000000
24 36 982.000000
24 43 3010.000000
24 48 3025.000000
24 50 945.000000
24 57 1216.000000
25 31 350.000000
25 33 524.000000
25 38 243.000000
25 42 721.000000
25 44 960.000000
25 45 128.000000
25 48 2035.000000
25 50 200.000000
25 54 212.000000
25 55 321.000000
25 57 351.000000
26 33 459.000000
26 36 1244.000000
26 38 352.000000
26 40 1235.000000
26 42 858.000000
26 47 1870.000000
27 29 2342.000000
27 32 330.000000
27 35 1089.000000
27 37 713.000000
27 38 372.000000
27 41 1044.000000
27 42 339.000000
27 43 2399.000000
27 46 1664.000000
27 47 2426.000000
27 50 406.000000
27 51 705.000000
27 53 104.000000
27 55 886.000000
27 57 919.000000
28 29 1726.000000
28 30 541.000000
28 31 139.000000
28 32 744.000000
28 35 447.000000
28 40 1336.000000
28 43 2271.000000
28 47 2066.000000
28 53 810.000000
28 55 290.000000
28 57 473.000000
29 36 2864.000000
29 38 1977.000000
29 46 731.000000
29 47 405.000000
29 49 1246.000000
29 55 1483.000000
30 32 389.000000
30 37 707.000000
30 38 328.000000
30 41 1064.000000
30 44 568.000000
30 45 264.000000
30 46 1649.000000
30 47 2411.000000
30 51 485.000000
30 52 863.000000
30 54 604.000000
30 57 733.000000
31 32 629.000000
31 35 400.000000
31 40 1475.000000
31 41 1053.000000
31 43 2326.000000
31 44 781.000000
31 46 1547.000000
31 47 2205.000000
31 49 2057.000000
32 35 1029.000000
32 37 491.000000
32 41 723.000000
32 43 2078.000000
32 44 905.000000
32 45 385.000000
32 46 1442.000000
32 49 1714.000000
32 51 606.000000
32 52 1252.000000
32 53 330.000000
32 55 787.000000
32 56 795.000000
33 35 1238.000000
33 37 359.000000
33 42 886.000000
33 43 1748.000000
33 47 2000.000000
33 52 1573.000000
33 57 661.000000
34 35 559.000000
34 36 917.000000
34 37 770.000000
34 47 2404.000000
34 48 2452.000000
34 53 491.000000
34 54 640.000000
34 55 628.000000
34 57 695.000000
35 38 863.000000
