40 619
1 2 256.796411
1 3 1465.786760
1 4 3880.624324
1 5 2882.475720
1 7 1940.497140
1 8 2198.588567
1 9 1654.517528
1 10 1549.657421
1 11 1074.328441
1 12 1037.597192
1 15 6226.183846
1 16 2497.651372
1 19 2422.628084
1 20 5642.201326
1 21 1903.050529
1 23 2869.024084
1 24 1628.938540
1 26 1157.478559
1 27 2886.169559
1 28 1144.997028
1 29 5494.082651
1 31 2287.606679
1 32 2121.283395
1 34 1499.551937
1 35 3742.860968
1 36 1546.122939
1 37 159.496784
1 38 1307.653936
1 40 2394.465248
2 3 1233.841963
2 4 3703.722755
2 5 2661.949891
2 6 2512.606596
2 7 1813.023036
2 8 2193.283187
2 9 1399.892262
2 10 1494.335794
2 11 895.437460
2 12 889.744831
2 13 1472.682956
2 14 968.110318
2 15 5986.690926
2 16 2540.025193
2 17 1090.685545
2 18 1386.299553
2 19 2502.283914
2 20 5432.854409
2 21 1705.967037
2 22 1678.756403
2 24 1722.386169
2 26 903.586457
2 27 2970.024541
2 29 5248.760840
2 30 1295.246342
2 32 1865.132713
2 33 884.018636
2 34 1312.996580
2 36 1330.320910
2 37 413.949911
2 38 1050.971534
2 39 5992.950424
3 4 2579.234938
3 6 3567.040387
3 7 2220.752476
3 8 3006.956355
3 10 2242.379891
3 11 547.296772
3 12 1511.400799
3 13 2612.315170
3 15 4762.141669
3 16 3467.343391
3 17 2324.524789
3 18 2604.736907
3 19 3525.130911
3 21 1738.499055
3 23 1418.800397
3 24 2809.655779
3 26 468.323184
3 28 1199.812012
3 29 4040.639546
3 31 1230.359431
3 32 1051.847787
3 33 702.729304
3 34 433.336835
3 36 200.047340
3 37 1598.054522
3 38 612.932254
3 39 4770.219909
3 40 3464.564311
4 5 1348.427238
4 7 4684.553523
4 8 5566.240799
4 10 4805.914351
4 11 2810.609328
4 12 4084.280772
4 14 4431.998256
4 15 3130.286725
4 17 4744.123808
4 19 6103.829328
4 21 4089.733853
4 22 5206.379121
4 23 1893.644886
4 24 5376.048386
4 25 4677.486469
4 26 3044.280939
4 27 6566.473757
4 28 3749.082544
4 29 2773.321676
4 30 4385.500522
4 31 3014.095083
4 32 2954.920563
4 34 2390.899592
4 35 2187.679503
4 36 2419.638338
4 37 3968.417781
4 38 3129.821946
4 39 3167.994365
5 7 3371.560138
5 8 4300.018074
5 9 1497.498031
5 11 1840.535776
5 12 2858.799563
5 13 3961.514361
5 14 3532.011469
5 15 3405.827252
5 16 4798.869855
5 17 3750.585896
5 19 4899.055025
5 20 2783.315892
5 21 2758.790555
5 22 3993.441015
5 23 610.282910
5 24 4218.277082
5 25 3459.927399
5 26 1859.057213
5 27 5351.516984
5 28 2500.387882
5 29 2755.895534
5 30 3116.401675
5 31 1666.056492
5 33 1942.824857
5 34 1433.678772
5 35 1327.758720
5 37 3002.900414
5 38 1886.301149
5 39 3421.102209
5 40 4829.863705
6 9 3468.401271
6 10 1472.065837
6 11 3387.378105
6 14 2260.198149
6 16 520.206807
6 17 1780.845446
6 18 1395.650585
6 19 143.931693
6 20 7717.037896
6 23 4714.318920
6 25 1498.715069
6 26 3108.847315
6 27 475.869372
6 28 2466.534497
6 29 7171.736180
6 32 3601.706766
6 33 3395.003164
6 34 3779.824270
6 35 5386.989675
6 37 2407.115761
6 39 7974.233891
7 10 620.776729
7 11 2338.867610
7 12 924.735521
7 13 2834.574179
7 14 2381.481950
7 15 6111.209745
7 16 1596.032303
7 17 2087.199676
7 18 1997.770909
7 20 6014.952222
7 22 1104.715310
7 23 2994.128966
7 24 1542.948519
7 25 856.744048
7 26 1780.870667
7 27 2205.049377
7 28 1057.869005
7 30 520.508508
7 32 1822.040766
7 34 2589.299405
7 36 2417.745152
7 37 2057.524440
7 38 1609.546984
7 39 6098.985346
7 40 1741.093410
8 10 764.840486
8 11 2962.390300
8 13 2650.593929
8 14 2332.929649
8 15 7157.690600
8 16 544.293401
8 17 1895.462586
8 18 1620.185890
8 19 822.281461
8 20 7007.759979
8 21 1694.517813
8 23 3981.836940
8 24 912.739886
8 25 959.578396
8 26 2539.097727
8 27 1153.953193
8 30 1184.206807
8 31 2874.798155
8 32 2824.911826
8 34 3301.691353
8 36 3187.960295
8 37 2250.513471
8 38 2436.463471
8 39 7146.388279
8 40 718.079368
9 10 2055.407077
9 11 969.025269
9 12 1370.307445
9 13 2860.092842
9 14 2364.697972
9 16 3301.400178
9 19 3408.443892
9 20 4248.820447
9 21 1357.561748
9 22 2502.993303
9 23 1277.748619
9 24 2754.443790
9 25 1970.331628
