40 619
1 2 2789.211894
1 3 6666.903582
1 4 1479.113749
1 5 1568.103697
1 7 3096.817743
1 8 519.959832
1 9 1223.277635
1 10 874.106862
1 11 3981.085591
1 12 605.277245
1 15 2822.400350
1 16 171.055020
1 19 6915.977377
1 20 1661.034935
1 21 1620.991943
1 23 2798.966728
1 24 917.611632
1 26 1261.444510
1 27 702.778030
1 28 279.403662
1 29 6297.199128
1 31 1208.317408
1 32 3390.296951
1 34 7165.804420
1 35 3033.689657
1 36 1756.510206
1 37 957.812568
1 38 250.490441
1 40 5608.786385
2 3 3880.019736
2 4 4241.124707
2 5 1268.647587
2 6 3053.983742
2 7 1160.499317
2 8 3244.276182
2 9 3529.306144
2 10 3655.559704
2 11 1352.053216
2 12 3389.111679
2 13 2647.668118
2 14 1499.002754
2 15 859.994645
2 16 2800.963510
2 17 3927.261124
2 18 3872.969587
2 19 4149.263942
2 20 3153.142858
2 21 1329.512473
2 22 1586.286755
2 24 3562.006217
2 26 4038.826690
2 27 3437.595500
2 29 3509.575609
2 30 1877.744281
2 32 2332.116870
2 33 2051.233244
2 34 4392.704406
2 36 3074.402819
2 37 3671.802526
2 38 2967.373393
2 39 1778.752006
3 4 8102.498895
3 6 6893.743340
3 7 3908.463968
3 8 7123.496723
3 10 7535.301898
3 11 2810.249508
3 12 7263.379185
3 13 6504.444307
3 15 4113.116765
3 16 6680.937551
3 17 7469.261136
3 18 139.479338
3 19 913.037042
3 21 5122.051195
3 23 3887.323758
3 24 7400.841594
3 26 7907.955856
3 28 6899.613383
3 29 371.724958
3 31 5619.805486
3 32 4883.546644
3 33 5447.643415
3 34 618.666653
3 36 6699.190326
3 37 7524.611032
3 38 6847.343982
3 39 4798.111088
3 40 1203.969797
4 5 2985.887707
4 7 4385.363510
4 8 1170.862546
4 10 748.591341
4 11 5361.454942
4 12 878.000378
4 14 4634.520574
4 15 4299.131913
4 17 2916.635338
4 19 8383.307443
4 21 2989.247115
4 22 2656.016834
4 23 4216.149238
4 24 739.031998
4 25 3403.391305
4 26 239.024932
4 27 1031.745311
4 28 1218.091042
4 29 7735.137557
4 30 4558.749500
4 31 2673.232363
4 32 4735.089890
4 34 8581.859070
4 35 4410.504748
4 36 2685.291058
4 37 585.109086
4 38 1371.331209
4 39 4226.386026
5 7 1602.388864
5 8 2059.477604
5 9 2505.079359
5 11 2413.936438
5 12 2152.218703
5 13 1584.932079
5 14 2164.817660
5 15 1594.310629
5 16 1611.304589
5 17 3231.673359
5 19 5417.143601
5 20 2395.724024
5 21 221.373912
5 22 384.152865
5 23 1234.267689
5 24 2295.526773
5 25 465.141647
5 26 2791.619227
5 27 2252.251424
5 28 1785.803664
5 29 4749.335758
5 30 2344.634253
5 31 900.222228
5 33 1878.015685
5 34 5604.211727
5 35 1470.108810
5 37 2410.597741
5 38 1774.550353
5 39 2081.523896
5 40 4096.379762
6 9 493.966508
6 10 986.015916
6 11 4356.578461
6 14 3043.992672
6 16 662.375234
6 17 1554.491901
6 18 6898.928344
6 19 7037.474839
6 20 880.211376
6 23 3151.151582
6 25 2266.504052
6 26 1496.194785
6 27 705.972077
6 28 970.307677
6 29 6522.072765
6 32 3028.238678
6 33 1867.581021
6 34 7430.694300
6 35 3445.727199
6 37 1428.617475
6 39 2569.847123
7 10 3952.883787
7 11 1109.662901
7 12 3631.914423
7 13 3186.929123
7 14 2656.990868
7 15 2020.018155
7 16 3170.610229
7 17 4769.988316
7 18 3860.538839
7 20 3946.198888
7 22 1984.199481
7 23 825.138878
7 24 3650.926660
7 25 1459.581104
7 26 4224.883255
7 27 3798.598106
7 28 3267.274749
7 30 3037.106399
7 32 3491.163770
7 34 4304.125328
7 36 3904.392433
7 37 3801.148536
7 38 3326.384566
7 39 2920.674477
7 40 3115.496402
8 10 442.297451
8 11 4472.034130
8 13 726.973130
8 14 3480.542463
8 15 3187.545035
8 16 448.508456
8 17 2089.722193
8 18 7117.215465
8 19 7337.650452
8 20 1491.874816
8 21 2128.800647
8 23 3279.242871
8 24 876.170167
8 25 2412.570922
8 26 932.608172
8 27 193.765194
8 30 3389.918034
8 31 1554.731664
8 32 3565.434275
8 34 7634.277935
8 36 1624.261915
8 37 810.907969
8 38 285.515357
8 39 3057.676321
8 40 6041.993420
9 10 993.780632
9 11 4841.916354
9 12 1171.427921
9 13 920.150498
9 14 3408.655295
9 16 1071.546121
9 19 7463.558462
9 20 888.352857
9 21 2631.620853
9 22 2122.778965
9 23 3637.224712
9 24 1647.427999
9 25 2753.418404
9 26 1455.292978
9 29 6976.492823
9 30 3215.554518
9 31 1753.969210
9 32 3288.500829
9 33 2170.017438
9 34 7892.327359
9 35 3936.248171
9 37 1535.720960
9 38 984.589263
9 39 2896.685748
9 40 6210.853302
10 11 4854.644824
10 12 345.682980
10 13 1166.583002
10 14 3922.475236
10 15 3626.390283
10 16 858.233743
10 17 2284.071424
10 18 7525.877253
10 19 7765.718911
10 20 1807.448281
10 21 2488.978563
10 22 2080.089881
10 23 3672.736644
10 26 510.401311
10 31 1992.784504
10 32 3991.051029
10 33 2820.400789
10 34 8038.075283
10 35 3906.373742
10 36 1955.678143
10 37 559.228183
10 38 693.023636
10 39 3494.512816
10 40 6465.366399
11 12 4556.365742
11 13 3938.472028
11 14 2509.425951
11 15 2021.528602
11 16 4023.539019
11 18 2769.596774
11 19 3303.819645
11 21 2375.902517
11 23 1205.568696
11 25 2090.351011
11 26 5181.792473
11 27 4665.220723
11 28 4188.271794
11 29 2461.533389
11 30 2952.622697
11 31 3093.448725
11 32 3386.444844
11 33 3362.957681
11 35 951.586269
11 36 4426.445577
11 37 4777.428768
11 38 4187.658242
11 39 2958.681875
12 13 1055.999219
12 14 3763.087180
12 15 3421.276730
12 16 646.632273
12 17 2459.964300
12 18 7249.989181
12 19 7520.590912
12 20 1883.504785
12 21 2182.587188
12 22 1803.788620
12 23 3386.420947
12 24 486.414722
12 26 656.355322
12 27 391.113374
12 28 368.170913
12 29 6894.293283
12 32 3903.914441
12 33 2731.888015
12 34 7756.212885
12 36 2015.807761
12 37 425.406341
12 38 504.611073
12 39 3371.683253
12 40 6212.122073
13 14 2757.861546
13 16 472.822898
13 17 1853.167445
13 18 6506.102509
13 20 1070.438093
13 22 1202.904689
13 23 2732.944837
13 24 1483.234873
13 25 1848.271648
13 26 1658.228733
13 27 892.654169
13 28 864.857679
13 29 6132.736285
13 30 2663.401223
13 31 885.499464
13 32 2848.979433
13 33 1676.400258
13 34 7033.973285
13 35 3022.702387
13 36 1147.031469
13 38 560.154429
13 40 5394.496621
14 15 656.201387
14 16 3116.648858
14 17 3278.685787
14 18 4254.464700
14 19 4151.338907
14 20 2710.820380
14 23 1836.869547
14 25 1751.793189
14 26 4401.499547
14 27 3650.513412
14 28 3466.093195
14 31 1981.141923
14 32 878.296452
14 34 4810.358343
14 35 2158.687531
14 36 2570.936854
14 37 4144.971691
14 39 587.593437
14 40 3011.547036
15 17 3392.660094
15 19 4196.257715
15 20 2705.134563
15 21 1754.577794
15 23 1195.267149
15 24 3698.898752
15 25 1149.584346
15 27 3370.990138
15 28 3093.290245
15 30 1017.872030
15 31 1633.665347
15 32 1472.326937
15 34 4682.641479
15 35 1533.324139
15 36 2592.065558
15 37 3771.781156
15 38 2940.604656
15 39 947.116718
15 40 2950.770057
16 17 2214.705099
16 18 6673.275699
16 20 1490.982455
16 21 1685.428453
16 22 1237.654418
16 27 641.926512
16 28 394.381564
16 29 6310.343434
16 30 3064.990094
16 31 1151.540112
16 32 3281.088958
16 33 2114.169896
16 35 3081.403676
16 36 1588.613298
16 37 1039.785621
16 38 166.410447
16 39 2733.480729
16 40 5607.185299
17 18 7502.106557
17 19 7425.974641
17 20 837.317934
17 21 3414.378139
17 22 2894.301287
17 23 4130.812038
17 26 2717.134081
17 29 7106.807294
17 30 2942.469191
17 31 2337.273753
17 32 2831.323974
17 33 2022.333140
17 34 8055.136077
17 36 866.073579
17 38 2184.461117
17 40 6277.916047
18 19 1051.645185
18 20 6839.853583
18 21 5099.620579
18 22 5448.058321
18 23 3868.171543
18 24 7378.613184
18 25 4707.083226
18 26 7892.189917
18 27 7310.561712
18 28 6885.179181
18 29 398.391980
18 30 4654.548996
18 32 4942.053200
18 33 5479.802795
18 34 556.105595
18 35 3697.375972
18 36 6724.551716
18 37 7504.878621
18 38 6839.670632
18 39 4839.367736
18 40 1260.066553
19 20 6846.033840
19 21 5457.892574
19 22 5728.267695
19 23 4228.065512
19 25 4982.162772
19 26 8175.040681
19 27 7527.303653
19 28 7166.378868
19 30 4491.899385
19 31 5793.716249
19 32 4695.563548
19 35 4140.945523
19 36 6713.418204
19 37 7818.825494
19 38 7072.695300
19 39 4733.335222
19 40 1325.740801
20 21 2577.134749
20 23 3334.478974
20 24 2367.448348
20 25 2496.586026
20 26 2302.972737
20 27 1546.597339
20 29 6449.301374
20 30 2451.128002
20 31 1504.817336
20 32 2461.634682
20 33 1425.654873
20 34 7387.590550
20 35 3674.152941
20 36 167.095487
20 37 2296.241685
20 38 1502.292822
20 39 2153.867449
20 40 5643.896422
21 22 524.842396
21 23 1237.767880
21 24 2279.052363
21 25 605.140014
21 26 2806.191311
21 27 2318.796987
21 29 4757.190808
21 30 2545.758256
21 31 1097.642389
21 33 2099.389555
21 35 1424.373172
21 36 2567.399211
21 37 2407.114858
21 39 2290.148053
21 40 4133.244082
22 23 1594.151436
22 24 1991.563037
22 25 747.563239
22 26 2452.540021
22 27 1879.579952
22 28 1442.356434
22 29 5090.742753
22 30 2363.783808
22 31 611.754910
22 32 2711.830839
22 33 1733.833354
22 34 5958.184403
22 35 1848.190837
22 36 2053.806551
22 38 1402.589091
22 39 2069.484313
22 40 4414.064147
23 25 884.784764
23 26 4024.918977
23 27 3472.907015
23 28 3020.060705
23 30 2211.999049
23 31 1892.565211
23 32 2666.025920
23 33 2321.569017
23 34 4369.955523
23 35 366.360115
23 36 3268.935412
23 37 3637.365520
23 38 2996.454863
23 39 2100.947730
23 40 2902.361644
24 25 2731.624117
24 27 863.183131
24 28 639.691306
24 29 7035.422844
24 30 4074.698005
24 31 2114.582954
24 32 4304.485434
24 33 3139.594854
24 34 7869.513550
24 35 3692.391460
24 36 2496.863354
24 37 183.917560
24 38 924.934266
24 39 3744.903774
25 26 3199.942278
25 28 2189.732159
25 29 4346.723022
25 30 1980.995571
25 31 1017.722513
25 33 1699.090418
25 34 5221.843357
25 37 2836.662807
25 38 2133.217228
25 39 1751.850962
25 40 3666.750404
26 27 793.126798
